1986.2,6388.3,-1237.2
1686.1,6397.9,-1584
1378.3,6378.3,-1923.5
1064.3,6329.6,-2254.3
745.35,6252.1,-2574.9
423.05,6146.1,-2883.7
98.816,6012.1,-3179.3
-225.87,5850.8,-3460.5
-549.52,5662.7,-3725.8
-870.67,5448.8,-3974.2
-1187.8,5210,-4204.5
-1499.6,4947.5,-4415.6
-1804.5,4662.4,-4606.5
-2101.2,4356,-4776.4
-2388.3,4029.7,-4924.4
-2664.4,3685,-5050
-2928.4,3323.5,-5152.5
-3179,2946.7,-5231.4
-3415,2556.5,-5286.4
-3635.5,2154.6,-5317.3
-3839.3,1742.8,-5323.7
-4025.5,1323,-5305.8
-4193.2,897.21,-5263.6
-4341.7,467.28,-5197.2
-4470.4,35.196,-5107.1
-4578.5,-397.05,-4993.4
-4665.6,-827.46,-4856.9
-4731.3,-1254.1,-4698.1
-4775.2,-1674.9,-4517.7
-4797.2,-2088.1,-4316.5
-4797.2,-2491.7,-4095.5
-4775.1,-2883.8,-3855.7
-4731,-3262.6,-3598.1
-4665.2,-3626.4,-3324
-4577.9,-3973.6,-3034.5
-4469.5,-4302.4,-2731.1
-4340.5,-4611.4,-2415.1
-4191.5,-4899.2,-2088
-4023.2,-5164.4,-1751.3
-3836.4,-5405.8,-1406.5
-3631.9,-5622.3,-1055.2
-3410.6,-5812.9,-699.04
-3173.6,-5976.6,-339.66
-2922,-6112.8,21.284
-2656.9,-6220.8,382.13
-2379.6,-6300.1,741.21
-2091.2,-6350.4,1096.9
-1793.3,-6371.3,1447.5
-1487,-6362.9,1791.4
-1173.9,-6325.1,2127.1
-855.41,-6258.2,2452.9
-532.95,-6162.4,2767.5
-208.04,-6038.2,3069.3
117.84,-5886.2,3356.9
443.17,-5707.1,3629.1
766.46,-5501.6,3884.6
1086.2,-5270.8,4122.1
1401,-5015.8,4340.7
1709.3,-4737.6,4539.3
2009.7,-4437.7,4717
2300.9,-4117.3,4873
2581.5,-3778.1,5006.6
2850.3,-3421.4,5117.2
3105.9,-3049,5204.3
3347.3,-2662.6,5267.5
3573.3,-2264,5306.5
3783,-1855,5321.1
3975.2,-1437.5,5311.3
4149.3,-1013.4,5277.2
4304.3,-584.64,5218.8
4439.6,-153.21,5136.6
4554.5,278.92,5030.8
4648.6,709.78,4902
4721.4,1137.4,4750.8
4772.7,1559.8,4577.8
4802.1,1975.1,4383.9
4809.5,2381.3,4170
4795,2776.7,3937
4758.6,3159.4,3686
4700.5,3527.6,3418.2
4620.9,3879.8,3134.8
4520.2,4214.2,2837.1
4398.9,4529.4,2526.5
4257.5,4824,2204.3
4096.7,5096.6,1872.1
3917.3,5345.9,1531.3
3720,5570.9,1183.6
3505.7,5770.5,830.42
3275.5,5943.8,473.5
3030.3,6090,114.43
2771.3,6208.5,-245.16
2499.8,6298.7,-603.64
2216.8,6360.2,-959.37
1923.7,6392.7,-1310.7
1621.9,6396.1,-1656.1
1312.7,6370.4,-1994
997.48,6315.7,-2322.7
677.73,6232.2,-2640.9
354.9,6120.2,-2947
30.448,5980.4,-3239.7
-294.14,5813.3,-3517.7
-617.39,5619.8,-3779.6
-937.82,5400.5,-4024.3
-1254,5156.7,-4250.6
-1564.4,4889.3,-4457.5
-1867.7,4599.6,-4644
-2162.5,4288.9,-4809.4
-2447.3,3958.6,-4952.8
-2721,3610.2,-5073.5
-2982.3,3245.4,-5171.1
-3229.9,2865.6,-5245
-3462.8,2472.8,-5294.9
-3679.8,2068.6,-5320.6
-3879.9,1655,-5322
-4062.3,1233.8,-5298.9
-4226.1,806.97,-5251.6
-4370.5,376.42,-5180.2
-4494.9,-55.858,-5085.1
-4598.6,-487.88,-4966.6
-4681.2,-917.66,-4825.3
-4742.3,-1343.2,-4661.9
-4781.7,-1762.6,-4477
-4799.1,-2173.9,-4271.6
-4794.4,-2575.2,-4046.5
-4767.6,-2964.7,-3802.9
-4719,-3340.5,-3541.7
-4648.6,-3701,-3264.2
-4556.8,-4044.4,-2971.8
-4444,-4369.2,-2665.6
-4310.8,-4673.8,-2347.1
-4157.7,-4957,-2017.9
-3985.4,-5217.3,-1679.3
-3794.8,-5453.5,-1333
-3586.7,-5664.6,-980.56
-3362,-5849.6,-623.59
-3121.9,-6007.6,-263.74
-2867.3,-6137.9,97.318
-2599.5,-6239.9,457.93
-2319.7,-6313.1,816.43
-2029.3,-6357.2,1171.2
-1729.4,-6372,1520.5
-1421.6,-6357.4,1862.8
-1107.3,-6313.5,2196.5
-787.8,-6240.4,2520.2
-464.7,-6138.6,2832.1
-139.46,-6008.5,3131.1
186.43,-5850.7,3415.6
511.45,-5666,3684.3
834.12,-5455.1,3936.1
1153,-5219.1,4169.8
1466.5,-4959.1,4384.2
1773.2,-4676.3,4578.5
2071.9,-4371.9,4751.7
2360.9,-4047.4,4903.1
2639.2,-3704.4,5031.9
2905.2,-3344.2,5137.5
3158,-2968.8,5219.6
3396.2,-2579.7,5277.7
3618.9,-2178.7,5311.6
3824.9,-1767.8,5321.1
4013.4,-1348.7,5306.1
4183.5,-923.45,5266.9
4334.4,-493.97,5203.5
4465.5,-62.224,5116.3
4576.1,369.8,5005.6
4665.7,800.14,4872
4734,1226.8,4716.2
4780.7,1647.9,4538.7
4805.5,2061.4,4340.5
4808.3,2465.5,4122.5
4789.2,2858.4,3885.6
4748.2,3238.1,3631
4685.5,3603.1,3359.8
4601.4,3951.7,3073.3
4496.3,4282.2,2772.7
4370.8,4593.2,2459.5
4225.2,4883.3,2135.1
4060.5,5151.1,1801
3877.2,5395.4,1458.6
3676.2,5615.1,1109.6
3458.5,5809.2,755.54
3225.1,5976.9,398.03
2976.9,6117.3,38.712
2715.2,6229.8,-320.78
2441.1,6314,-678.82
2155.9,6369.5,-1033.8
1860.9,6395.9,-1384
1557.4,6393.2,-1727.9
1246.8,6361.3,-2064
930.49,6300.5,-2390.6
609.97,6210.9,-2706.4
286.68,6093.1,-3009.8
-37.927,5947.5,-3299.5
-362.36,5774.8,-3574.2
-685.13,5575.7,-3832.6
-1004.8,5351.2,-4073.5
-1319.9,5102.3,-4295.8
-1628.9,4830.1,-4498.5
-1930.5,4535.9,-4680.6
-2223.3,4221,-4841.4
-2505.9,3886.7,-4980.1
-2777.1,3534.7,-5096
-3035.6,3166.6,-5188.6
-3280.2,2784,-5257.5
-3509.8,2388.6,-5302.4
-3723.4,1982.3,-5323
-3919.9,1566.9,-5319.2
-4098.4,1144.4,-5291
-4258.1,716.57,-5238.6
-4398.4,285.49,-5162.2
-4518.4,-146.9,-5062
-4617.8,-578.62,-4938.7
-4695.9,-1007.7,-4792.7
-4752.4,-1432.1,-4624.7
-4787.2,-1850,-4435.5
-4799.9,-2259.3,-4225.8
-4790.6,-2658.3,-3996.8
-4759.2,-3045,-3749.3
-4705.9,-3417.7,-3484.6
-4631,-3774.7,-3203.9
-4534.8,-4114.4,-2908.4
-4417.6,-4435,-2599.5
-4280.2,-4735.3,-2278.7
-4123,-5013.7,-1947.3
-3946.8,-5269,-1607
-3752.4,-5500.1,-1259.3
-3540.7,-5705.7,-905.72
-3312.7,-5885.1,-548.01
-3069.4,-6037.4,-187.77
-2812,-6161.7,173.33
-2541.6,-6257.7,533.64
-2259.4,-6324.8,891.48
-1966.9,-6362.8,1245.2
-1665.2,-6371.4,1593.2
-1355.9,-6350.6,1933.8
-1040.4,-6300.5,2265.6
