File Path: C:\Users\Administrator\Desktop\New folder (2)\Test Run 180 09-7-22 10 06 22 AM\DAQ- Time, … - (Timed).txt   
Test: ASEN3112_20in-lb-return_FinalFall2021
Test Run: Test Run 180
Date: 9/7/2022 9:45:53 AM


Time 	Torsional Angle 	Torsional Epsilon 3550 Torsion 	Torsional Torque 	Axial Epsilon 3550 Axial 
sec	°	°	in·lbf	in
757.400390625	48.0005067634528	0.00565099102661591	-0.279624699199358	-2.52717962741987E-05
757.41015625	48.0000320653055	0.00586635918078972	-0.624449479396994	-2.38139169975805E-05
757.419921875	47.9953875366705	0.0052782650523412	-0.59052790430124	-2.45593535359736E-05
757.4296875	47.9975014802183	0.00416106888583381	-0.275349519447515	-2.45672288112087E-05
757.439453125	47.9980957066761	0.00472814092265444	0.304686410406345	-2.64533247800285E-05
757.44921875	48.0018967069487	0.00557446947917228	0.222407437598195	-2.36665537910787E-05
757.458984375	48.0009917068838	0.00622728198453554	-0.0358850502085436	-2.28014999007915E-05
757.46875	47.9978737255281	0.0052832422025176	0.234507189565283	-2.47412144315203E-05
757.478515625	47.9977610274068	0.00493516560722188	0.363334639335996	-2.6671930246216E-05
757.48828125	47.9956436687643	0.00589026234159166	0.172101022818482	-2.46380995745348E-05
757.498046875	47.9999842539813	0.00633207394508431	-0.370263620536033	-2.21389294298621E-05
757.5078125	48.0004691974123	0.00560561679263486	-0.846364420244368	-2.36571791028264E-05
757.517578125	48.000578480439	0.00397425545805942	-0.862174696871502	-2.67720485150969E-05
757.52734375	47.9985601595396	0.00426967739800876	-0.760399222843479	-2.54461578667296E-05
757.537109375	47.9958451593448	0.00575978505113096	0.0314441881796119	-2.44813616797807E-05
757.546875	47.9981844991353	0.0061622592840067	0.612632854537042	-2.37569213994881E-05
757.556640625	47.998778725593	0.00576321890539036	0.423089065359443	-2.45334808286724E-05
757.56640625	48.002658273041	0.00446641594441953	0.206993215799397	-2.71177683982645E-05
757.576171875	48.0009438955596	0.00429391197973291	-0.0988999550729073	-2.44457405499379E-05
757.5859375	47.997084838679	0.00590597085954098	-0.539540230375416	-2.48263318564396E-05
757.595703125	47.9970711783007	0.00588035848392011	-0.52469061421102	-2.452410837835E-05
757.60546875	47.9958485744394	0.00515949546650853	-0.568655799486493	-2.61229772371821E-05
757.615234375	47.9999876690759	0.00401823272158723	-0.683604218006373	-2.67041788157351E-05
757.625	48.0007219144116	0.00497301095836636	-0.794892063836315	-2.5242548768644E-05
757.634765625	48.0002198955077	0.00610870874996621	-0.28699467551503	-2.66209345381223E-05
757.64453125	47.9997520275496	0.00566373301465022	0.63399600977385	-2.60671073178175E-05
757.654296875	47.99518604609	0.00478175273829942	0.961532561489525	-2.79809491412451E-05
757.6640625	47.9972453481245	0.0058618076667914	0.445649056611384	-2.44296162651783E-05
757.673828125	47.9981879142298	0.00583568210984318	-0.267767700618353	-2.45406063973989E-05
757.68359375	47.9998032539683	0.00532505459956866	-1.29093075553933	-2.59992376184556E-05
757.693359375	48.0008551031004	0.00416795577090912	-1.34730071302972	-2.51488085999108E-05
757.703125	47.9957153857506	0.00450244410839432	-0.573648094996653	-2.58016284103686E-05
757.712890625	47.994964064942	0.00480804546479456	0.428329900771034	-2.45556050034306E-05
757.72265625	47.9951314045767	0.0060329642699427	0.856219630716369	-2.489495350024E-05
757.732421875	47.9995334614962	0.00498276765681083	0.468482712121999	-2.53100424957866E-05
757.7421875	47.9997212916983	0.00437452105188376	0.0489463363857015	-2.40220243347177E-05
757.751953125	47.9978224991093	0.00424620529284652	-0.274445273387982	-2.45162331031149E-05
757.76171875	47.9975219707859	0.00565445031065676	-0.694937808963967	-2.44224906964519E-05
757.771484375	47.9944586309435	0.00644119522170494	-0.477604733181936	-2.51491823342001E-05
757.78125	47.9984611217966	0.00514757265094231	-0.251212249403489	-2.61634725782957E-05
757.791015625	47.9968526122473	0.0043491879869772	-0.0299728306442721	-2.50689368826217E-05
757.80078125	47.9976517443801	0.00515207080408775	0.152957713350285	-2.44056167051837E-05
757.810546875	47.9951826309954	0.00633461567258456	0.157076690159301	-2.1669091717819E-05
757.8203125	47.9941546875255	0.00595594830084658	-0.00227421593277451	-2.60618571343274E-05
757.830078125	47.9960432348307	0.00389249287434662	-0.380700779702684	-2.41165164478894E-05
757.83984375	47.9962720461679	0.00327057109178227	-0.496207308452272	-2.61462226148083E-05
757.849609375	47.9989494803222	0.00371141448761224	-0.204984833370907	-2.59624885719551E-05
