-2314.87, 4663.275, 3673.747
-2335.195, 4653.13, 3673.747
-2355.476, 4642.897, 3673.747
-2375.712, 4632.575, 3673.747
-2395.903, 4622.165, 3673.747
-2416.048, 4611.667, 3673.747
-2436.147, 4601.081, 3673.747
-2456.2, 4590.407, 3673.747
-2476.206, 4579.646, 3673.747
-2496.165, 4568.798, 3673.747
-2516.076, 4557.863, 3673.747
-2535.939, 4546.842, 3673.747
-2555.755, 4535.733, 3673.747
-2575.521, 4524.538, 3673.747
-2595.238, 4513.258, 3673.747
-2614.906, 4501.891, 3673.747
-2634.525, 4490.438, 3673.747
-2654.093, 4478.9, 3673.747
-2673.61, 4467.277, 3673.747
-2693.077, 4455.569, 3673.747
-2712.492, 4443.776, 3673.747
-2731.856, 4431.898, 3673.747
-2751.168, 4419.936, 3673.747
-2770.427, 4407.889, 3673.747
-2789.634, 4395.759, 3673.747
-2808.787, 4383.545, 3673.747
-2827.887, 4371.248, 3673.747
-2846.934, 4358.868, 3673.747
-2865.926, 4346.404, 3673.747
-2884.863, 4333.858, 3673.747
-2903.745, 4321.229, 3673.747
-2922.573, 4308.518, 3673.747
-2941.344, 4295.725, 3673.747
-2960.06, 4282.85, 3673.747
-2978.719, 4269.893, 3673.747
-2997.322, 4256.856, 3673.747
-3015.867, 4243.737, 3673.747
-3034.355, 4230.537, 3673.747
-3052.785, 4217.257, 3673.747
-3071.157, 4203.897, 3673.747
-3089.471, 4190.456, 3673.747
-3107.726, 4176.936, 3673.747
-3125.922, 4163.336, 3673.747
-3144.058, 4149.657, 3673.747
-3162.134, 4135.899, 3673.747
-3180.15, 4122.063, 3673.747
-3198.106, 4108.148, 3673.747
-3216, 4094.154, 3673.747
-3233.834, 4080.083, 3673.747
-3251.606, 4065.934, 3673.747
-3269.316, 4051.707, 3673.747
-3286.964, 4037.404, 3673.747
-3304.549, 4023.023, 3673.747
-3322.071, 4008.566, 3673.747
-3339.53, 3994.033, 3673.747
-3356.925, 3979.423, 3673.747
-3374.257, 3964.738, 3673.747
-3391.524, 3949.977, 3673.747
-3408.727, 3935.142, 3673.747
-3425.865, 3920.231, 3673.747
-3442.937, 3905.245, 3673.747
-3459.944, 3890.186, 3673.747
-3476.885, 3875.052, 3673.747
-3493.76, 3859.844, 3673.747
-3510.569, 3844.563, 3673.747
-3527.31, 3829.209, 3673.747
-3543.985, 3813.781, 3673.747
-3560.592, 3798.282, 3673.747
-3577.131, 3782.71, 3673.747
-3593.602, 3767.065, 3673.747
-3610.005, 3751.35, 3673.747
-3626.339, 3735.562, 3673.747
-3642.603, 3719.704, 3673.747
-3658.799, 3703.775, 3673.747
-3674.925, 3687.775, 3673.747
-3690.981, 3671.705, 3673.747
-3706.966, 3655.565, 3673.747
-3722.881, 3639.356, 3673.747
-3738.726, 3623.077, 3673.747
-3754.499, 3606.729, 3673.747
-3770.2, 3590.313, 3673.747
-3785.83, 3573.828, 3673.747
-3801.388, 3557.275, 3673.747
-3816.873, 3540.655, 3673.747
-3832.286, 3523.967, 3673.747
-3847.625, 3507.212, 3673.747
-3862.892, 3490.39, 3673.747
-3878.085, 3473.502, 3673.747
-3893.204, 3456.548, 3673.747
-3908.249, 3439.528, 3673.747
-3923.219, 3422.442, 3673.747
-3938.115, 3405.291, 3673.747
-3952.936, 3388.076, 3673.747
-3967.681, 3370.795, 3673.747
-3982.351, 3353.451, 3673.747
-3996.946, 3336.043, 3673.747
-4011.464, 3318.571, 3673.747
